target,id,question,question_concept,input,input_choices
C,3310b5b24f03d67179fababf9ae95144,"{'question_concept': 'letter', 'choices': [{'label': 'A', 'text': 'syllable'}, {'label': 'B', 'text': 'english alphabet'}, {'label': 'C', 'text': 'word'}, {'label': 'D', 'text': 'email'}, {'label': 'E', 'text': 'invitation'}], 'stem': 'The field general began to write out a letter to the king, he was told to send what when the enemy was near?'}",letter,"The field general began to write out a letter to the king, he was told to send what when the enemy was near?","A: syllable, B: english alphabet, C: word, D: email, E: invitation"
E,fd5a34e94303d7fd343de2a8f36943d5,"{'question_concept': 'cave', 'choices': [{'label': 'A', 'text': 'west virginia'}, {'label': 'B', 'text': 'kentucky'}, {'label': 'C', 'text': 'desert'}, {'label': 'D', 'text': 'sea'}, {'label': 'E', 'text': 'rocky hills'}], 'stem': 'After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?'}",cave,"After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in?","A: west virginia, B: kentucky, C: desert, D: sea, E: rocky hills"
E,c7cb327fa4c0008efaa7741081a365d4,"{'question_concept': 'mosquitoes', 'choices': [{'label': 'A', 'text': 'spread disease'}, {'label': 'B', 'text': 'swamp'}, {'label': 'C', 'text': 'fly away'}, {'label': 'D', 'text': 'cat condo'}, {'label': 'E', 'text': 'bug campers'}], 'stem': 'What would you be building if you designed a place for an annoying critter to stay?'}",mosquitoes,What would you be building if you designed a place for an annoying critter to stay?,"A: spread disease, B: swamp, C: fly away, D: cat condo, E: bug campers"
A,c54ddc0f9d170ba65d9f4f2e0bb41d1c,"{'question_concept': 'bee', 'choices': [{'label': 'A', 'text': 'swarm'}, {'label': 'B', 'text': 'pack'}, {'label': 'C', 'text': 'countryside'}, {'label': 'D', 'text': 'soft drink'}, {'label': 'E', 'text': 'field of flowers'}], 'stem': 'The man working in the attic swatted away a bee, but soon the single bee was an entire what?'}",bee,"The man working in the attic swatted away a bee, but soon the single bee was an entire what?","A: swarm, B: pack, C: countryside, D: soft drink, E: field of flowers"
D,a5db1e9677af118deb8e4add8bc18db2,"{'question_concept': 'louisiana', 'choices': [{'label': 'A', 'text': 'deep south'}, {'label': 'B', 'text': ""98 of world's crayfish""}, {'label': 'C', 'text': 'united states'}, {'label': 'D', 'text': 'gulf states'}, {'label': 'E', 'text': 'bible belt'}], 'stem': 'Which group of states is Louisiana part of?'}",louisiana,Which group of states is Louisiana part of?,"A: deep south, B: 98 of world's crayfish, C: united states, D: gulf states, E: bible belt"
D,7b95825a19d6930d6aed35c7c57a2d82,"{'question_concept': 'dirt', 'choices': [{'label': 'A', 'text': 'ground'}, {'label': 'B', 'text': 'subway'}, {'label': 'C', 'text': 'bank'}, {'label': 'D', 'text': 'bed'}, {'label': 'E', 'text': 'street'}], 'stem': ""James couldn't get comfortable.  There was too much dirt.  He needed to clean out what?""}",dirt,James couldn't get comfortable.  There was too much dirt.  He needed to clean out what?,"A: ground, B: subway, C: bank, D: bed, E: street"
E,6b270159bd402ddd498a38153f9d1efe,"{'question_concept': 'rats', 'choices': [{'label': 'A', 'text': 'sewers'}, {'label': 'B', 'text': 'laboratory'}, {'label': 'C', 'text': 'basement'}, {'label': 'D', 'text': 'clinic'}, {'label': 'E', 'text': 'cellar'}], 'stem': 'The rats were hiding in the house, where were they?'}",rats,"The rats were hiding in the house, where were they?","A: sewers, B: laboratory, C: basement, D: clinic, E: cellar"
E,a5ca7c89196e54938b5827814d0071d4,"{'question_concept': 'kite', 'choices': [{'label': 'A', 'text': 'end of line'}, {'label': 'B', 'text': 'hobby shop'}, {'label': 'C', 'text': 'his hand'}, {'label': 'D', 'text': 'toy store'}, {'label': 'E', 'text': ""child's hand""}], 'stem': 'James saw a kite flying in the sky.  He traced the string back to its origin and found it.  Where did the string begin?'}",kite,James saw a kite flying in the sky.  He traced the string back to its origin and found it.  Where did the string begin?,"A: end of line, B: hobby shop, C: his hand, D: toy store, E: child's hand"
A,9190efbd77fe10b989fcaae35e208a0f,"{'question_concept': 'baseball stadium', 'choices': [{'label': 'A', 'text': 'phoenix'}, {'label': 'B', 'text': 'chicago'}, {'label': 'C', 'text': 'antarctica'}, {'label': 'D', 'text': 'san francisco'}, {'label': 'E', 'text': 'urban areas'}], 'stem': 'Where has the newest baseball stadium?'}",baseball stadium,Where has the newest baseball stadium?,"A: phoenix, B: chicago, C: antarctica, D: san francisco, E: urban areas"
B,63963c9c15835d451aac2e1e0b116388,"{'question_concept': 'wood', 'choices': [{'label': 'A', 'text': 'gilded'}, {'label': 'B', 'text': 'porous'}, {'label': 'C', 'text': 'solid'}, {'label': 'D', 'text': 'painted'}, {'label': 'E', 'text': 'less dense than water'}], 'stem': 'If the wood texture is not smooth it is what?'}",wood,If the wood texture is not smooth it is what?,"A: gilded, B: porous, C: solid, D: painted, E: less dense than water"
A,684dbde19719e8224113433981d6e01e,"{'question_concept': 'capital', 'choices': [{'label': 'A', 'text': 'small town'}, {'label': 'B', 'text': 'jail'}, {'label': 'C', 'text': 'lower case'}, {'label': 'D', 'text': 'contain governmental activities'}, {'label': 'E', 'text': 'lowercase'}], 'stem': 'Billy lived in the capital of his country, then he moved.  Where might he move to?'}",capital,"Billy lived in the capital of his country, then he moved.  Where might he move to?","A: small town, B: jail, C: lower case, D: contain governmental activities, E: lowercase"
D,d35112a99ab3983fb51c3adae80bc2da,"{'question_concept': 'umbrella', 'choices': [{'label': 'A', 'text': 'waves'}, {'label': 'B', 'text': 'seattle'}, {'label': 'C', 'text': 'suitcase'}, {'label': 'D', 'text': 'beach'}, {'label': 'E', 'text': 'jacket closet'}], 'stem': 'He used an umbrella while tanning, where was he likely?'}",umbrella,"He used an umbrella while tanning, where was he likely?","A: waves, B: seattle, C: suitcase, D: beach, E: jacket closet"
D,661474a1a0c29dd7a243b284535ac934,"{'question_concept': 'birds', 'choices': [{'label': 'A', 'text': 'pretty smart'}, {'label': 'B', 'text': 'singing'}, {'label': 'C', 'text': 'dark'}, {'label': 'D', 'text': 'very colorful'}, {'label': 'E', 'text': 'light'}], 'stem': 'What do the feathers look like on birds found in the rainforest?'}",birds,What do the feathers look like on birds found in the rainforest?,"A: pretty smart, B: singing, C: dark, D: very colorful, E: light"
E,6416dcdf9b8d7d2787f07e7426f86fe4,"{'question_concept': 'weasel', 'choices': [{'label': 'A', 'text': 'rabbit warren'}, {'label': 'B', 'text': 'used car lot'}, {'label': 'C', 'text': 'chicken coop'}, {'label': 'D', 'text': 'cruise'}, {'label': 'E', 'text': 'viking ship'}], 'stem': 'The ancient seafaring Norse tribesman brought pelts of weasel aboard his what?'}",weasel,The ancient seafaring Norse tribesman brought pelts of weasel aboard his what?,"A: rabbit warren, B: used car lot, C: chicken coop, D: cruise, E: viking ship"
E,60e7338e9e6bfc746a15a161eb12706c,"{'question_concept': 'creek', 'choices': [{'label': 'A', 'text': 'meadow'}, {'label': 'B', 'text': 'stick'}, {'label': 'C', 'text': 'valley'}, {'label': 'D', 'text': 'forest'}, {'label': 'E', 'text': 'countryside'}], 'stem': 'A creek could be located in the opposite for the city which is called what?'}",creek,A creek could be located in the opposite for the city which is called what?,"A: meadow, B: stick, C: valley, D: forest, E: countryside"
C,a0f5414bf98e094f4d807abee28861a4,"{'question_concept': 'anemone', 'choices': [{'label': 'A', 'text': 'flower bed'}, {'label': 'B', 'text': 'tide pool'}, {'label': 'C', 'text': 'florida keys'}, {'label': 'D', 'text': 'coral sea'}, {'label': 'E', 'text': 'aquarium'}], 'stem': 'Where off the eastern U.S. would you find an anemone?'}",anemone,Where off the eastern U.S. would you find an anemone?,"A: flower bed, B: tide pool, C: florida keys, D: coral sea, E: aquarium"
E,37d88a9bb24913c1973cc26d4ce3394f,"{'question_concept': 'launch platform', 'choices': [{'label': 'A', 'text': 'cape canaveral florida'}, {'label': 'B', 'text': 'nasa'}, {'label': 'C', 'text': 'battleship'}, {'label': 'D', 'text': 'ocean'}, {'label': 'E', 'text': 'trapeze'}], 'stem': 'The performer was ready to put on a show and stepped onto the launch platform, what was his job?'}",launch platform,"The performer was ready to put on a show and stepped onto the launch platform, what was his job?","A: cape canaveral florida, B: nasa, C: battleship, D: ocean, E: trapeze"
A,a6d3a2cb250a6310b8cabd31dbe2138c,"{'question_concept': 'connection', 'choices': [{'label': 'A', 'text': 'computer network'}, {'label': 'B', 'text': 'electrical circuit'}, {'label': 'C', 'text': 'lineage'}, {'label': 'D', 'text': 'company'}, {'label': 'E', 'text': 'wall'}], 'stem': ""If you're seeking a connection for your laptop, what are you trying to hook up with?""}",connection,"If you're seeking a connection for your laptop, what are you trying to hook up with?","A: computer network, B: electrical circuit, C: lineage, D: company, E: wall"
C,18ee7a93410a6b4c9cec5d4894775991_1,"{'question_concept': 'metal', 'choices': [{'label': 'A', 'text': 'dirt'}, {'label': 'B', 'text': 'instruments'}, {'label': 'C', 'text': 'ore'}, {'label': 'D', 'text': 'car'}, {'label': 'E', 'text': 'junkyard'}], 'stem': 'Metal is taken from what which is pulled from the ground?'}",metal,Metal is taken from what which is pulled from the ground?,"A: dirt, B: instruments, C: ore, D: car, E: junkyard"
A,9fdebd1c2cf498f1d726a025b780a39a,"{'question_concept': 'bald eagle', 'choices': [{'label': 'A', 'text': 'everglades'}, {'label': 'B', 'text': 'high places'}, {'label': 'C', 'text': 'natural habitat'}, {'label': 'D', 'text': 'new york'}, {'label': 'E', 'text': 'colorado'}], 'stem': ""While on the fan boat he thought he'd see swamps and gators, but he was surprised to spot a bald eagle in what nature area?""}",bald eagle,"While on the fan boat he thought he'd see swamps and gators, but he was surprised to spot a bald eagle in what nature area?","A: everglades, B: high places, C: natural habitat, D: new york, E: colorado"
C,efe488f67b53a4b6e69782c01c84f06c,"{'question_concept': 'police officer', 'choices': [{'label': 'A', 'text': 'direct traffic'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'beat'}, {'label': 'D', 'text': 'street'}, {'label': 'E', 'text': 'park'}], 'stem': 'What area does a police officer patrol?'}",police officer,What area does a police officer patrol?,"A: direct traffic, B: city, C: beat, D: street, E: park"
C,a7f54ee1866d5db34eacf40efa53c93e,"{'question_concept': 'small dog', 'choices': [{'label': 'A', 'text': 'outside'}, {'label': 'B', 'text': 'europe'}, {'label': 'C', 'text': 'heat'}, {'label': 'D', 'text': 'wet'}, {'label': 'E', 'text': 'dog show'}], 'stem': ""Why would a small dog pant if it's hot outside?""}",small dog,Why would a small dog pant if it's hot outside?,"A: outside, B: europe, C: heat, D: wet, E: dog show"
D,0c1efb38e023ee9725486fbec4f2d797,"{'question_concept': 'oil', 'choices': [{'label': 'A', 'text': 'manual'}, {'label': 'B', 'text': 'street'}, {'label': 'C', 'text': 'restaurant'}, {'label': 'D', 'text': 'ground'}, {'label': 'E', 'text': 'service station'}], 'stem': 'He looked at the field of pumps, all slowing churning oil out of the what?'}",oil,"He looked at the field of pumps, all slowing churning oil out of the what?","A: manual, B: street, C: restaurant, D: ground, E: service station"
E,f0c4622a082eb9ad0690dd36dcf61297,"{'question_concept': 'geese', 'choices': [{'label': 'A', 'text': 'guard house'}, {'label': 'B', 'text': 'fly'}, {'label': 'C', 'text': 'eat'}, {'label': 'D', 'text': 'follow ultralight airplane'}, {'label': 'E', 'text': 'group together'}], 'stem': 'What do geese do every fall in fields?'}",geese,What do geese do every fall in fields?,"A: guard house, B: fly, C: eat, D: follow ultralight airplane, E: group together"
C,55478486079423907508a06be13ca536,"{'question_concept': 'squirrel', 'choices': [{'label': 'A', 'text': 'roof'}, {'label': 'B', 'text': 'inside home'}, {'label': 'C', 'text': 'forest'}, {'label': 'D', 'text': 'yard'}, {'label': 'E', 'text': 'park'}], 'stem': 'Where outside of a city would a squirrel live?'}",squirrel,Where outside of a city would a squirrel live?,"A: roof, B: inside home, C: forest, D: yard, E: park"
D,4fa0d61ec82eb1e238d8938d5f43f392,"{'question_concept': 'snake', 'choices': [{'label': 'A', 'text': 'wet grass'}, {'label': 'B', 'text': 'western texas'}, {'label': 'C', 'text': 'high grass'}, {'label': 'D', 'text': 'amazon river'}, {'label': 'E', 'text': 'tree'}], 'stem': 'You should watch out for snakes if floating down what African body of water?'}",snake,You should watch out for snakes if floating down what African body of water?,"A: wet grass, B: western texas, C: high grass, D: amazon river, E: tree"
E,c39131d979c9205c11d0e109e18188e4,"{'question_concept': 'trees', 'choices': [{'label': 'A', 'text': 'yard'}, {'label': 'B', 'text': 'orchard'}, {'label': 'C', 'text': 'museum'}, {'label': 'D', 'text': 'countryside'}, {'label': 'E', 'text': 'surface of earth'}], 'stem': 'To what do trees roots cling?'}",trees,To what do trees roots cling?,"A: yard, B: orchard, C: museum, D: countryside, E: surface of earth"
A,da83d85e28778c082d9a63f5b890b26d,"{'question_concept': 'boundary', 'choices': [{'label': 'A', 'text': 'sporting event'}, {'label': 'B', 'text': 'sporting'}, {'label': 'C', 'text': 'basketball'}, {'label': 'D', 'text': 'society'}, {'label': 'E', 'text': 'ranch country'}], 'stem': 'The ball was hit over a boundary and struck an audience member.  What kind of game were they playing?'}",boundary,The ball was hit over a boundary and struck an audience member.  What kind of game were they playing?,"A: sporting event, B: sporting, C: basketball, D: society, E: ranch country"
E,99e0b2ddf88ebed98b977043b7c2331b,"{'question_concept': 'lake', 'choices': [{'label': 'A', 'text': 'mountains'}, {'label': 'B', 'text': 'dead body'}, {'label': 'C', 'text': 'pay debts'}, {'label': 'D', 'text': 'state park'}, {'label': 'E', 'text': 'new york'}], 'stem': ""John wanted scatter his wife's remains in a lake in the wilderness.  He had to delay before of where he lived.  Where did he live?""}",lake,John wanted scatter his wife's remains in a lake in the wilderness.  He had to delay before of where he lived.  Where did he live?,"A: mountains, B: dead body, C: pay debts, D: state park, E: new york"
D,20a3bb788cf408d9a3e25e610fe60905,"{'question_concept': 'anemone', 'choices': [{'label': 'A', 'text': 'nursery'}, {'label': 'B', 'text': 'south pacific'}, {'label': 'C', 'text': 'desert'}, {'label': 'D', 'text': 'sea water'}, {'label': 'E', 'text': 'atlantic ocean'}], 'stem': 'In what kind of environment does an anemone live?'}",anemone,In what kind of environment does an anemone live?,"A: nursery, B: south pacific, C: desert, D: sea water, E: atlantic ocean"
B,36c1f50eec01c287b8ef6ffe69fe0528,"{'question_concept': 'lodgings', 'choices': [{'label': 'A', 'text': 'a yurt'}, {'label': 'B', 'text': 'resort area'}, {'label': 'C', 'text': 'big city'}, {'label': 'D', 'text': 'michigan'}, {'label': 'E', 'text': 'going on vacation'}], 'stem': 'He wanted lodging in the actual what, so that he was already where he needed to be?'}",lodgings,"He wanted lodging in the actual what, so that he was already where he needed to be?","A: a yurt, B: resort area, C: big city, D: michigan, E: going on vacation"
